ID	SLNO	SALIST	SOURCE_CONCEPT	CONCEPTICON_ID	CONCEPTICON_NAME	FORM	TOKENS	BORROWED	TONES	SOURCE	PAGE	DOCULECT	SPEAKER	GLOTTOCODE	NOTES
148	37	gold..metal	gold	1233	GOLD	ʃuɛ³³**	ʃ uɛ ³³ * *	1	33	nawsawu2016makyam	157	Santong	st2	maky1236	
149	38	silver	silver	2646	SILVER	taŋ³³ ka³¹	t a ŋ ³³ + k a ³¹	0	33 31	nawsawu2016makyam	157	Khalai	kl1	maky1236	
150	38	silver	silver	2646	SILVER	taŋ³⁵ ka²¹	t a ŋ ³⁵ + k a ²¹	0	35 21	nawsawu2016makyam	157	Khalai	kl2	maky1236	
151	38	silver	silver	2646	SILVER	taŋ²⁴ ka³¹	t a ŋ ²⁴ + k a ³¹	0	24 31	nawsawu2016makyam	157	Santong	st1	maky1236	
152	38	silver	silver	2646	SILVER	taŋ³³ ka²¹	t a ŋ ³³ + k a ²¹	0	33 21	nawsawu2016makyam	157	Santong	st2	maky1236	
153	39	iron	iron	1537	IRON	ʒy³³	ʒ y ³³	0	33	nawsawu2016makyam	157	Khalai	kl1	maky1236	
154	39	iron	iron	1537	IRON	ʒy³³	ʒ y ³³	0	33	nawsawu2016makyam	157	Khalai	kl2	maky1236	
155	39	iron	iron	1537	IRON	re³³	r e ³³	0	33	nawsawu2016makyam	157	Santong	st1	maky1236	
156	39	iron	iron	1537	IRON	ry³³	r y ³³	0	33	nawsawu2016makyam	157	Santong	st2	maky1236	
157	40	mountain	mountain	1906	MOUNTAIN	ku³³ pʰɔŋ³³	k u ³³ + pʰ ɔ ŋ ³³	0	33 33	nawsawu2016makyam	157	Khalai	kl1	maky1236	
158	40	mountain	mountain	1906	MOUNTAIN	ku³³ pʰɔŋ³³	k u ³³ + pʰ ɔ ŋ ³³	0	33 33	nawsawu2016makyam	157	Khalai	kl2	maky1236	
159	40	mountain	mountain	1906	MOUNTAIN	ku⁴⁴	k u ⁴⁴	0	44	nawsawu2016makyam	157	Santong	st1	maky1236	
160	40	mountain	mountain	1906	MOUNTAIN	ku³³	k u ³³	0	33	nawsawu2016makyam	157	Santong	st2	maky1236	
161	41	cave	cave (natural)	1155	CAVE	loŋ³³ ku³¹	l o ŋ ³³ + k u ³¹	0	33 31	nawsawu2016makyam	157	Khalai	kl1	maky1236	
162	41	cave	cave (natural)	1155	CAVE	loŋ⁴⁴ ku²¹	l o ŋ ⁴⁴ + k u ²¹	0	44 21	nawsawu2016makyam	157	Khalai	kl2	maky1236	
163	41	cave	cave (natural)	1155	CAVE	loŋ³³ siaŋ³¹	l o ŋ ³³ + s ia ŋ ³¹	0	33 31	nawsawu2016makyam	157	Santong	st1	maky1236	
164	41	cave	cave (natural)	1155	CAVE	loŋ³³ kʰy²¹	l o ŋ ³³ + kʰ y ²¹	0	33 21	nawsawu2016makyam	157	Santong	st2	maky1236	
165	42	forest	jungle/forest	420	FOREST	hɔŋ³³	h ɔ ŋ ³³	0	33	nawsawu2016makyam	157	Khalai	kl1	maky1236	
166	42	forest	jungle/forest	420	FOREST	hɔŋ⁴⁴	h ɔ ŋ ⁴⁴	0	44	nawsawu2016makyam	157	Khalai	kl2	maky1236	
167	42	forest	jungle/forest	420	FOREST	hɔŋ³³	h ɔ ŋ ³³	0	33	nawsawu2016makyam	157	Santong	st1	maky1236	
168	42	forest	jungle/forest	420	FOREST	hɔŋ³³	h ɔ ŋ ³³	0	33	nawsawu2016makyam	157	Santong	st2	maky1236	
169	43	tree	tree	2941	TREE	hy⁴⁴	h y ⁴⁴	0	44	nawsawu2016makyam	158	Khalai	kl1	maky1236	
170	43	tree	tree	2941	TREE	hy⁴⁴	h y ⁴⁴	0	44	nawsawu2016makyam	158	Khalai	kl2	maky1236	
171	43	tree	tree	2941	TREE	hy⁴⁴	h y ⁴⁴	0	44	nawsawu2016makyam	158	Santong	st1	maky1236	
172	43	tree	tree	2941	TREE	hy⁴⁴	h y ⁴⁴	0	44	nawsawu2016makyam	158	Santong	st2	maky1236	
173	44	tree.:branch	branch (tree)	1531	BRANCH	hy³³ tʃy³¹	h y ³³ + tʃ y ³¹	0	33 31	nawsawu2016makyam	158	Khalai	kl1	maky1236	
174	44	tree.:branch	branch (tree)	1531	BRANCH	hy³³ tʃy²¹	h y ³³ + tʃ y ²¹	0	33 21	nawsawu2016makyam	158	Khalai	kl2	maky1236	
175	44	tree.:branch	branch (tree)	1531	BRANCH	hy³³ tʃə³¹	h y ³³ + tʃ ə ³¹	0	33 31	nawsawu2016makyam	158	Santong	st1	maky1236	
176	44	tree.:branch	branch (tree)	1531	BRANCH	hy³³ tʃy²¹	h y ³³ + tʃ y ²¹	0	33 21	nawsawu2016makyam	158	Santong	st2	maky1236	
177	45	tree.bark	tree bark	1204	BARK	hy³³ hy³¹	h y ³³ + h y ³¹	0	33 31	nawsawu2016makyam	158	Khalai	kl1	maky1236	
178	45	tree.bark	tree bark	1204	BARK	hy³³ hy²¹	h y ³³ + h y ²¹	0	33 21	nawsawu2016makyam	158	Khalai	kl2	maky1236	
179	45	tree.bark	tree bark	1204	BARK	hø³³ haʔ³¹	h ø ³³ + h a ʔ ³¹	0	ø33 31	nawsawu2016makyam	158	Santong	st1	maky1236	
180	45	tree.bark	tree bark	1204	BARK	hy³³ hyʔ²¹	h y ³³ + h y ʔ ²¹	0	33 21	nawsawu2016makyam	158	Santong	st2	maky1236	
181	46	thorn	thorn	124	THORN	θɔk³¹	θ ɔ k ³¹	0	31	nawsawu2016makyam	158	Khalai	kl1	maky1236	
182	46	thorn	thorn	124	THORN	θɔk⁵²	θ ɔ k ⁵²	0	52	nawsawu2016makyam	158	Khalai	kl2	maky1236	
183	46	thorn	thorn	124	THORN	θɔk³¹	θ ɔ k ³¹	0	31	nawsawu2016makyam	158	Santong	st1	maky1236	
184	46	thorn	thorn	124	THORN	θɔk²¹	θ ɔ k ²¹	0	21	nawsawu2016makyam	158	Santong	st2	maky1236	
185	47	root..tree	root (tree)	670	ROOT	hy³³ zaiŋ³¹	h y ³³ + z ai ŋ ³¹	0	33 31	nawsawu2016makyam	158	Khalai	kl1	maky1236	
186	47	root..tree	root (tree)	670	ROOT	hy³³ zaiŋ²¹	h y ³³ + z ai ŋ ²¹	0	33 21	nawsawu2016makyam	158	Khalai	kl2	maky1236	
187	47	root..tree	root (tree)	670	ROOT	hy³³ reŋ³¹	h y ³³ + r e ŋ ³¹	0	33 31	nawsawu2016makyam	158	Santong	st1	maky1236	
188	47	root..tree	root (tree)	670	ROOT	hy³³ reiŋ²¹	h y ³³ + r ei ŋ ²¹	0	33 21	nawsawu2016makyam	158	Santong	st2	maky1236	
189	48	leaf..tree	leaf (tree)	628	LEAF	kə³³ va⁴⁴	k ə ³³ + v a ⁴⁴	0	33 44	nawsawu2016makyam	158	Khalai	kl1	maky1236	
190	48	leaf..tree	leaf (tree)	628	LEAF	kə⁴⁴ va⁵²	k ə ⁴⁴ + v a ⁵²	0	44 52	nawsawu2016makyam	158	Khalai	kl2	maky1236	
191	48	leaf..tree	leaf (tree)	628	LEAF	θin³³ va³¹	θ i n ³³ + v a ³¹	0	33 31	nawsawu2016makyam	158	Santong	st1	maky1236	
192	48	leaf..tree	leaf (tree)	628	LEAF	θin³³ va²¹	θ i n ³³ + v a ²¹	0	33 21	nawsawu2016makyam	158	Santong	st2	maky1236	
193	49	flower	flower	1100	FLOWER	na²⁴ huat³¹	n a ²⁴ + h ua t ³¹	0	24 31	nawsawu2016makyam	158	Khalai	kl1	maky1236	
194	49	flower	flower	1100	FLOWER	na³⁵ huat²¹	n a ³⁵ + h ua t ²¹	0	35 21	nawsawu2016makyam	158	Khalai	kl2	maky1236	
195	49	flower	flower	1100	FLOWER	na⁴⁴ huat³¹	n a ⁴⁴ + h ua t ³¹	0	44 31	nawsawu2016makyam	158	Santong	st1	maky1236	
196	49	flower	flower	1100	FLOWER	na⁴⁴ huat²¹	n a ⁴⁴ + h ua t ²¹	0	44 21	nawsawu2016makyam	158	Santong	st2	maky1236	
197	50	fruit	fruit (tree)	1507	FRUIT	kə⁴⁴ θiɛ⁴⁴	k ə ⁴⁴ + θ iɛ ⁴⁴	0	44 44	nawsawu2016makyam	158	Khalai	kl1	maky1236	
198	50	fruit	fruit (tree)	1507	FRUIT	kə⁴⁴ θiɛ⁴⁴	k ə ⁴⁴ + θ iɛ ⁴⁴	0	44 44	nawsawu2016makyam	158	Khalai	kl2	maky1236	
199	50	fruit	fruit (tree)	1507	FRUIT	θin³³ θia³¹	θ i n ³³ + θ ia ³¹	0	33 31	nawsawu2016makyam	158	Santong	st1	maky1236	
200	50	fruit	fruit (tree)	1507	FRUIT	θin³³ θia²¹	θ i n ³³ + θ ia ²¹	0	33 21	nawsawu2016makyam	158	Santong	st2	maky1236	
201	51	seed	seed (tree)	714	SEED	kə³³ ʒuat³¹	k ə ³³ + ʒ ua t ³¹	0	33 31	nawsawu2016makyam	158	Khalai	kl1	maky1236	
202	51	seed	seed (tree)	714	SEED	kə³³ ʒuat²¹	k ə ³³ + ʒ ua t ²¹	0	33 21	nawsawu2016makyam	158	Khalai	kl2	maky1236	
203	51	seed	seed (tree)	714	SEED	θin³³ θia³¹ ruat⁴²	θ i n ³³ + θ ia ³¹ + r ua t ⁴²	0	33 31 42	nawsawu2016makyam	158	Santong	st1	maky1236	
204	51	seed	seed (tree)	714	SEED	θin³³ θia²¹ ruat⁴²	θ i n ³³ + θ ia ²¹ + r ua t ⁴²	0	33 21 42	nawsawu2016makyam	158	Santong	st2	maky1236	
205	52	grass	grass (field/jungle)	606	GRASS	ne⁴⁴	n e ⁴⁴	0	44	nawsawu2016makyam	158	Khalai	kl1	maky1236	
206	52	grass	grass (field/jungle)	606	GRASS	ne⁴⁴	n e ⁴⁴	0	44	nawsawu2016makyam	158	Khalai	kl2	maky1236	
207	52	grass	grass (field/jungle)	606	GRASS	ne⁴⁴	n e ⁴⁴	0	44	nawsawu2016makyam	158	Santong	st1	maky1236	
208	52	grass	grass (field/jungle)	606	GRASS	ne⁴⁴	n e ⁴⁴	0	44	nawsawu2016makyam	158	Santong	st2	maky1236	
209	53	bamboo	bamboo plant (large)	1927	BAMBOO	vaʔ³¹	v a ʔ ³¹	0	31	nawsawu2016makyam	158	Khalai	kl1	maky1236	
210	53	bamboo	bamboo plant (large)	1927	BAMBOO	vaʔ⁵²	v a ʔ ⁵²	0	52	nawsawu2016makyam	158	Khalai	kl2	maky1236	
211	53	bamboo	bamboo plant (large)	1927	BAMBOO	vaʔ⁵²	v a ʔ ⁵²	0	52	nawsawu2016makyam	158	Santong	st1	maky1236	
212	53	bamboo	bamboo plant (large)	1927	BAMBOO	vaʔ⁴²	v a ʔ ⁴²	0	42	nawsawu2016makyam	158	Santong	st2	maky1236	
213	54	bamboo.shoot	bamboo shoot (edible)	2494	BAMBOO SHOOT	θo³³ kʰyʔ³¹	θ o ³³ + kʰ y ʔ ³¹	0	33 31	nawsawu2016makyam	158	Khalai	kl1	maky1236	
214	54	bamboo.shoot	bamboo shoot (edible)	2494	BAMBOO SHOOT	θu³³ kʰyʔ⁵²	θ u ³³ + kʰ y ʔ ⁵²	0	33 52	nawsawu2016makyam	158	Khalai	kl2	maky1236	
215	54	bamboo.shoot	bamboo shoot (edible)	2494	BAMBOO SHOOT	θo²⁴ kʰaʔ⁵²	θ o ²⁴ + kʰ a ʔ ⁵²	0	24 52	nawsawu2016makyam	158	Santong	st1	maky1236	
216	54	bamboo.shoot	bamboo shoot (edible)	2494	BAMBOO SHOOT	θo³³ kʰyʔ⁴²	θ o ³³ + kʰ y ʔ ⁴²	0	33 42	nawsawu2016makyam	158	Santong	st2	maky1236	
217	55	mushroom..general	mushroom	641	MUSHROOM	veik⁴⁴ θit⁴⁴ na³³ joŋ³³	v ei k ⁴⁴ + θ i t ⁴⁴ + n a ³³ + j o ŋ ³³	0	44 44 33 33	nawsawu2016makyam	158	Khalai	kl1	maky1236	
218	55	mushroom..general	mushroom	641	MUSHROOM	veik⁵² θit⁵² na³³ joŋ³³	v ei k ⁵² + θ i t ⁵² + n a ³³ + j o ŋ ³³	0	52 52 33 33	nawsawu2016makyam	158	Khalai	kl2	maky1236	
219	55	mushroom..general	mushroom	641	MUSHROOM	viet⁵² θit⁵² na³³ rouŋ³³	v ie t ⁵² + θ i t ⁵² + n a ³³ + r ou ŋ ³³	0	52 52 33 33	nawsawu2016makyam	158	Santong	st1	maky1236	
220	55	mushroom..general	mushroom	641	MUSHROOM	viet⁴² θit⁴² na³³ rɔŋ³³	v ie t ⁴² + θ i t ⁴² + n a ³³ + r ɔ ŋ ³³	0	42 42 33 33	nawsawu2016makyam	158	Santong	st2	maky1236	
221	56	cane..rattan	cane/rattan	2497	RATTAN	ʒi⁴⁴	ʒ i ⁴⁴	0	44	nawsawu2016makyam	158	Khalai	kl1	maky1236	
222	56	cane..rattan	cane/rattan	2497	RATTAN	ʒi⁴⁴	ʒ i ⁴⁴	0	44	nawsawu2016makyam	158	Khalai	kl2	maky1236	
223	56	cane..rattan	cane/rattan	2497	RATTAN	ri⁴⁴	r i ⁴⁴	0	44	nawsawu2016makyam	158	Santong	st1	maky1236	
224	56	cane..rattan	cane/rattan	2497	RATTAN	ri⁴⁴	r i ⁴⁴	0	44	nawsawu2016makyam	158	Santong	st2	maky1236	
225	57	kapok	kapok	2499	KAPOK TREE	θin³³ py³¹ tuan⁴⁴	θ i n ³³ + p y ³¹ + t ua n ⁴⁴	0	33 31 44	nawsawu2016makyam	158	Khalai	kl1	maky1236	
226	57	kapok	kapok	2499	KAPOK TREE	θin³³ py²¹ tuan⁴⁴	θ i n ³³ + p y ²¹ + t ua n ⁴⁴	0	33 21 44	nawsawu2016makyam	158	Khalai	kl2	maky1236	
227	57	kapok	kapok	2499	KAPOK TREE	θim³³ pø³¹ tuan²⁴	θ i m ³³ + p ø ³¹ + t ua n ²⁴	0	33 ø31 24	nawsawu2016makyam	158	Santong	st1	maky1236	
228	57	kapok	kapok	2499	KAPOK TREE	θim³³ pø²¹ tuan⁴⁴	θ i m ³³ + p ø ²¹ + t ua n ⁴⁴	0	33 ø21 44	nawsawu2016makyam	158	Santong	st2	maky1236	
229	58	sugar::cane	sugarcane	146	SUGAR CANE	kʰɛ³³ kʰə³³ maŋ⁴⁴	kʰ ɛ ³³ + kʰ ə ³³ + m a ŋ ⁴⁴	0	33 33 44	nawsawu2016makyam	159	Khalai	kl1	maky1236	
230	58	sugar::cane	sugarcane	146	SUGAR CANE	kʰɛ³³ kʰə³³ maŋ⁴⁴	kʰ ɛ ³³ + kʰ ə ³³ + m a ŋ ⁴⁴	0	33 33 44	nawsawu2016makyam	159	Khalai	kl2	maky1236	
231	58	sugar::cane	sugarcane	146	SUGAR CANE	kʰə³³ miɛ³¹ kʰə⁴⁴ maŋ⁴⁴	kʰ ə ³³ + m iɛ ³¹ + kʰ ə ⁴⁴ + m a ŋ ⁴⁴	0	33 31 44 44	nawsawu2016makyam	159	Santong	st1	maky1236	
232	58	sugar::cane	sugarcane	146	SUGAR CANE	kʰə³³ miɛ²¹ kʰə⁴⁴ maŋ⁴⁴	kʰ ə ³³ + m iɛ ²¹ + kʰ ə ⁴⁴ + m a ŋ ⁴⁴	0	33 21 44 44	nawsawu2016makyam	159	Santong	st2	maky1236	
233	59		betel nut	2369	BETEL NUT	noʔ³¹ pi³³ θiɛ³³	n o ʔ ³¹ + p i ³³ + θ iɛ ³³	0	31 33 33	nawsawu2016makyam	159	Khalai	kl1	maky1236	
234	59		betel nut	2369	BETEL NUT	noʔ⁵² pi³³ θiɛ⁴⁴	n o ʔ ⁵² + p i ³³ + θ iɛ ⁴⁴	0	52 33 44	nawsawu2016makyam	159	Khalai	kl2	maky1236	
235	59		betel nut	2369	BETEL NUT	nɔʔ³¹ pi³³ θia³³	n ɔ ʔ ³¹ + p i ³³ + θ ia ³³	0	31 33 33	nawsawu2016makyam	159	Santong	st1	maky1236	
236	59		betel nut	2369	BETEL NUT	nɔʔ²¹ pi³³ θia³³	n ɔ ʔ ²¹ + p i ³³ + θ ia ³³	0	21 33 33	nawsawu2016makyam	159	Santong	st2	maky1236	
237	60		opium	2498	OPIUM	ka³¹ ni⁴⁴	k a ³¹ + n i ⁴⁴	0	31 44	nawsawu2016makyam	159	Khalai	kl1	maky1236	
238	60		opium	2498	OPIUM	ka³³ ni⁴⁴	k a ³³ + n i ⁴⁴	0	33 44	nawsawu2016makyam	159	Khalai	kl2	maky1236	
239	60		opium	2498	OPIUM	ka³³ ni⁴⁴	k a ³³ + n i ⁴⁴	0	33 44	nawsawu2016makyam	159	Santong	st1	maky1236	
240	60		opium	2498	OPIUM	ka³³ ni⁴⁴	k a ³³ + n i ⁴⁴	0	33 44	nawsawu2016makyam	159	Santong	st2	maky1236	
241	61		(rice/millet) beer	1639	BEER	peiŋ³³	p ei ŋ ³³	0	33	nawsawu2016makyam	159	Khalai	kl1	maky1236	
242	61		(rice/millet) beer	1639	BEER	peiŋ³³	p ei ŋ ³³	0	33	nawsawu2016makyam	159	Khalai	kl2	maky1236	
243	61		(rice/millet) beer	1639	BEER	paiŋ⁴⁴	p ai ŋ ⁴⁴	0	44	nawsawu2016makyam	159	Santong	st1	maky1236	
244	61		(rice/millet) beer	1639	BEER	paiŋ⁴⁴	p ai ŋ ⁴⁴	0	44	nawsawu2016makyam	159	Santong	st2	maky1236	
245	62	banana..fruit	banana (fruit)	868	BANANA	kʰə³¹ laʔ³¹ θiɛ³³	kʰ ə ³¹ + l a ʔ ³¹ + θ iɛ ³³	0	31 31 33	nawsawu2016makyam	159	Khalai	kl1	maky1236	
246	62	banana..fruit	banana (fruit)	868	BANANA	kʰə²¹ laʔ²¹ θiɛ³³	kʰ ə ²¹ + l a ʔ ²¹ + θ iɛ ³³	0	21 21 33	nawsawu2016makyam	159	Khalai	kl2	maky1236	
247	62	banana..fruit	banana (fruit)	868	BANANA	kʰə³¹ laʔ³¹ pi⁴⁴ θia⁴⁴	kʰ ə ³¹ + l a ʔ ³¹ + p i ⁴⁴ + θ ia ⁴⁴	0	31 31 44 44	nawsawu2016makyam	159	Santong	st1	maky1236	
248	62	banana..fruit	banana (fruit)	868	BANANA	kʰə²¹ laʔ²¹ θia³³	kʰ ə ²¹ + l a ʔ ²¹ + θ ia ³³	0	21 21 33	nawsawu2016makyam	159	Santong	st2	maky1236	
249	63	mango	mango (fruit)	2398	MANGO	tʰi³³ pi³¹ na⁴⁴ li³³ θiɛ³³	tʰ i ³³ + p i ³¹ + n a ⁴⁴ + l i ³³ + θ iɛ ³³	0	33 31 44 33 33	nawsawu2016makyam	159	Khalai	kl1	maky1236	
250	63	mango	mango (fruit)	2398	MANGO	tʰi³³ pi²¹ na⁴⁴ li³³ θiɛ³³	tʰ i ³³ + p i ²¹ + n a ⁴⁴ + l i ³³ + θ iɛ ³³	0	33 21 44 33 33	nawsawu2016makyam	159	Khalai	kl2	maky1236	
251	63	mango	mango (fruit)	2398	MANGO	tʰu³¹ kɔʔ⁵² θia⁴⁴	tʰ u ³¹ + k ɔ ʔ ⁵² + θ ia ⁴⁴	0	31 52 44	nawsawu2016makyam	159	Santong	st1	maky1236	
252	63	mango	mango (fruit)	2398	MANGO	tʰu³³ kɔʔ⁴² θia⁴⁴	tʰ u ³³ + k ɔ ʔ ⁴² + θ ia ⁴⁴	0	33 42 44	nawsawu2016makyam	159	Santong	st2	maky1236	
253	64	eggplant..brinjal	eggplant (fruit)	1146	AUBERGINE	θam³³ pi⁴⁴ kə³¹ θuʔ³¹	θ a m ³³ + p i ⁴⁴ + k ə ³¹ + θ u ʔ ³¹	0	33 44 31 31	nawsawu2016makyam	159	Khalai	kl1	maky1236	
254	64	eggplant..brinjal	eggplant (fruit)	1146	AUBERGINE	θam³³ pi⁴⁴ kə²¹ θuʔ²¹	θ a m ³³ + p i ⁴⁴ + k ə ²¹ + θ u ʔ ²¹	0	33 44 21 21	nawsawu2016makyam	159	Khalai	kl2	maky1236	
255	64	eggplant..brinjal	eggplant (fruit)	1146	AUBERGINE	θam³¹ pi⁴⁴ kə³¹ θuʔ³¹	θ a m ³¹ + p i ⁴⁴ + k ə ³¹ + θ u ʔ ³¹	0	31 44 31 31	nawsawu2016makyam	159	Santong	st1	maky1236	
256	64	eggplant..brinjal	eggplant (fruit)	1146	AUBERGINE	θam³³ pi⁴⁴ kə²¹ θuʔ²¹	θ a m ³³ + p i ⁴⁴ + k ə ²¹ + θ u ʔ ²¹	0	33 44 21 21	nawsawu2016makyam	159	Santong	st2	maky1236	
257	65	soy.bean	soy bean	2028	SOYA BEAN	θiɛ²⁴ ʃy³¹	θ iɛ ²⁴ + ʃ y ³¹	0	24 31	nawsawu2016makyam	159	Khalai	kl1	maky1236	
258	65	soy.bean	soy bean	2028	SOYA BEAN	θiɛ³⁵ ʃy²¹	θ iɛ ³⁵ + ʃ y ²¹	0	35 21	nawsawu2016makyam	159	Khalai	kl2	maky1236	
259	65	soy.bean	soy bean	2028	SOYA BEAN	θiɛ²⁴ ʃø³¹	θ iɛ ²⁴ + ʃ ø ³¹	0	24 ø31	nawsawu2016makyam	159	Santong	st1	maky1236	
260	65	soy.bean	soy bean	2028	SOYA BEAN	θiɛ⁴⁴ ʃy²¹	θ iɛ ⁴⁴ + ʃ y ²¹	0	44 21	nawsawu2016makyam	159	Santong	st2	maky1236	
261	66	ginger	ginger	2500	GINGER	heiŋ³³ tʃy⁴⁴	h ei ŋ ³³ + tʃ y ⁴⁴	0	33 44	nawsawu2016makyam	159	Khalai	kl1	maky1236	
262	66	ginger	ginger	2500	GINGER	heiŋ³³ tʃy⁴⁴	h ei ŋ ³³ + tʃ y ⁴⁴	0	33 44	nawsawu2016makyam	159	Khalai	kl2	maky1236	
263	66	ginger	ginger	2500	GINGER	kʰeiŋ⁴⁴ tʃy⁴⁴	kʰ ei ŋ ⁴⁴ + tʃ y ⁴⁴	0	44 44	nawsawu2016makyam	159	Santong	st1	maky1236	
264	66	ginger	ginger	2500	GINGER	kʰeiŋ⁴⁴ tʃy⁴⁴	kʰ ei ŋ ⁴⁴ + tʃ y ⁴⁴	0	44 44	nawsawu2016makyam	159	Santong	st2	maky1236	
265	67	garlic	garlic	2368	GARLIC	kʰə³¹ la³³ haʔ³¹ tʰy⁵²	kʰ ə ³¹ + l a ³³ + h a ʔ ³¹ + tʰ y ⁵²	0	31 33 31 52	nawsawu2016makyam	159	Khalai	kl1	maky1236	
266	67	garlic	garlic	2368	GARLIC	kʰə²¹ la³³ haʔ³³ tʰy⁵²	kʰ ə ²¹ + l a ³³ + h a ʔ ³³ + tʰ y ⁵²	0	21 33 33 52	nawsawu2016makyam	159	Khalai	kl2	maky1236	
267	67	garlic	garlic	2368	GARLIC	haʔ³¹ tʰyʔ⁵² peik⁵²	h a ʔ ³¹ + tʰ y ʔ ⁵² + p ei k ⁵²	0	31 52 52	nawsawu2016makyam	159	Santong	st1	maky1236	
268	67	garlic	garlic	2368	GARLIC	ha³³ tʰyʔ⁴² peik⁴²	h a ³³ + tʰ y ʔ ⁴² + p ei k ⁴²	0	33 42 42	nawsawu2016makyam	159	Santong	st2	maky1236	
269	68	maize..corn	corn	506	MAIZE	kʰə³³ maŋ⁴⁴	kʰ ə ³³ + m a ŋ ⁴⁴	0	33 44	nawsawu2016makyam	159	Khalai	kl1	maky1236	
270	68	maize..corn	corn	506	MAIZE	kʰə³³ maŋ⁴⁴	kʰ ə ³³ + m a ŋ ⁴⁴	0	33 44	nawsawu2016makyam	159	Khalai	kl2	maky1236	
271	68	maize..corn	corn	506	MAIZE	kʰə⁴⁴ maŋ⁴⁴	kʰ ə ⁴⁴ + m a ŋ ⁴⁴	0	44 44	nawsawu2016makyam	159	Santong	st1	maky1236	
272	68	maize..corn	corn	506	MAIZE	kʰə⁴⁴ maŋ⁴⁴	kʰ ə ⁴⁴ + m a ŋ ⁴⁴	0	44 44	nawsawu2016makyam	159	Santong	st2	maky1236	
273	69	chili.pepper	red pepper	919	CHILI PEPPER	θa³³ heiŋ⁴⁴	θ a ³³ + h ei ŋ ⁴⁴	0	33 44	nawsawu2016makyam	159	Khalai	kl1	maky1236	
274	69	chili.pepper	red pepper	919	CHILI PEPPER	θa³³ ɣiŋ⁴⁴	θ a ³³ + ɣ i ŋ ⁴⁴	0	33 44	nawsawu2016makyam	159	Khalai	kl2	maky1236	
275	69	chili.pepper	red pepper	919	CHILI PEPPER	θa³³ kʰiŋ⁴⁴	θ a ³³ + kʰ i ŋ ⁴⁴	0	33 44	nawsawu2016makyam	159	Santong	st1	maky1236	
276	69	chili.pepper	red pepper	919	CHILI PEPPER	θein⁴⁴	θ ei n ⁴⁴	0	44	nawsawu2016makyam	159	Santong	st2	maky1236	
277	70	field:jhum	dry (burned) field	2794	FIELD (UPLAND)	vat⁴⁴	v a t ⁴⁴	0	44	nawsawu2016makyam	159	Khalai	kl1	maky1236	
278	70	field:jhum	dry (burned) field	2794	FIELD (UPLAND)	vat⁵²	v a t ⁵²	0	52	nawsawu2016makyam	159	Khalai	kl2	maky1236	
279	70	field:jhum	dry (burned) field	2794	FIELD (UPLAND)	vat⁵²	v a t ⁵²	0	52	nawsawu2016makyam	159	Santong	st1	maky1236	
280	70	field:jhum	dry (burned) field	2794	FIELD (UPLAND)	vat⁴²	v a t ⁴²	0	42	nawsawu2016makyam	159	Santong	st2	maky1236	
281	71	field:paddy	wet rice field	140	PADDY FIELD	na³³	n a ³³	0	33	nawsawu2016makyam	159	Khalai	kl1	maky1236	
282	71	field:paddy	wet rice field	140	PADDY FIELD	na³³ vat⁵²	n a ³³ + v a t ⁵²	0	33 52	nawsawu2016makyam	159	Khalai	kl2	maky1236	
283	71	field:paddy	wet rice field	140	PADDY FIELD	na³³	n a ³³	0	33	nawsawu2016makyam	159	Santong	st1	maky1236	
284	71	field:paddy	wet rice field	140	PADDY FIELD	na³³	n a ³³	0	33	nawsawu2016makyam	159	Santong	st2	maky1236	
285	72		paddy rice	283	PADDY	ja³³	j a ³³	0	33	nawsawu2016makyam	159	Khalai	kl1	maky1236	
286	72		paddy rice	283	PADDY	ja³³	j a ³³	0	33	nawsawu2016makyam	159	Khalai	kl2	maky1236	
287	72		paddy rice	283	PADDY	ra³³	r a ³³	0	33	nawsawu2016makyam	159	Santong	st1	maky1236	
288	72		paddy rice	283	PADDY	ra³³	r a ³³	0	33	nawsawu2016makyam	159	Santong	st2	maky1236	
289	73		rice seedling	3767	RICE SEEDLING	ja³³ hy³³	j a ³³ + h y ³³	0	33 33	nawsawu2016makyam	159	Khalai	kl1	maky1236	
290	73		rice seedling	3767	RICE SEEDLING	ja³³ hy³³	j a ³³ + h y ³³	0	33 33	nawsawu2016makyam	159	Khalai	kl2	maky1236	
291	73		rice seedling	3767	RICE SEEDLING	ra²⁴ pɔk³¹ hy³³	r a ²⁴ + p ɔ k ³¹ + h y ³³	0	24 31 33	nawsawu2016makyam	159	Santong	st1	maky1236	
292	73		rice seedling	3767	RICE SEEDLING	ra³⁵ pɔk²¹ hy³³	r a ³⁵ + p ɔ k ²¹ + h y ³³	0	35 21 33	nawsawu2016makyam	159	Santong	st2	maky1236	
293	74	ripe:to.be	to be ripe	178	RIPE	ɲaŋ⁴⁴ huan³¹	ɲ a ŋ ⁴⁴ + h ua n ³¹	0	44 31	nawsawu2016makyam	159	Khalai	kl1	maky1236	
294	74	ripe:to.be	to be ripe	178	RIPE	ɲaŋ³³ huan⁴⁴	ɲ a ŋ ³³ + h ua n ⁴⁴	0	33 44	nawsawu2016makyam	159	Khalai	kl2	maky1236	
